title,company,seniority_level,max_salary,company_size,work_type,company_rating,applies
Business Analyst,Enterprise Corp,Director,180614,1001-5000,Hybrid,3.9,39
Business Analyst,Netflix,Senior,121501,201-1000,Hybrid,3.8,4
Business Analyst,Apple,Mid,76033,5001+,Hybrid,3.8,75
Software Engineer,Mid-size Corp,Lead,219736,51-200,Hybrid,4.1,9
Backend Developer,Meta,Mid,116023,201-1000,Remote,5.0,32
Financial Analyst,Google,Entry,56033,51-200,Hybrid,3.1,1
Business Analyst,IBM,Director,199990,1001-5000,Remote,3.8,15
Data Scientist,Intel,Lead,208796,1-50,On-site,4.9,406
Financial Analyst,IBM,Mid,84432,1001-5000,Hybrid,2.8,26
Software Engineer,Apple,Senior,155465,201-1000,On-site,3.3,1001
HR Manager,Microsoft,Mid,70805,201-1000,Hybrid,3.9,20
Marketing Manager,Mid-size Corp,Mid,92772,1-50,On-site,4.3,56
Financial Analyst,Mid-size Corp,Mid,75396,1001-5000,On-site,4.0,2
Data Scientist,Airbnb,VP,376538,51-200,Hybrid,3.0,67
Data Scientist,Startup A,VP,309371,201-1000,Remote,3.5,67
Frontend Developer,IBM,Senior,152333,51-200,On-site,3.5,17
UX Designer,Mid-size Corp,Mid,113920,1001-5000,On-site,3.9,98
Product Manager,Meta,Mid,136172,201-1000,Hybrid,3.4,22
Financial Analyst,Intel,Entry,47779,201-1000,On-site,4.9,122
Sales Representative,Apple,Senior,105695,1001-5000,Hybrid,4.0,98
Product Manager,Startup A,Mid,115730,201-1000,On-site,3.7,20
DevOps Engineer,Oracle,Senior,175398,5001+,Hybrid,4.1,20
Machine Learning Engineer,Netflix,Senior,160966,201-1000,Hybrid,2.8,10000
Data Scientist,Google,Mid,130609,51-200,Hybrid,3.6,8
Software Engineer,Amazon,Director,261775,1-50,Hybrid,3.6,6
Machine Learning Engineer,Startup A,Senior,166601,51-200,Hybrid,5.0,24
HR Manager,Startup B,Lead,143981,201-1000,Hybrid,3.9,1
UX Designer,Startup A,Senior,161420,51-200,Hybrid,4.2,29
Sales Representative,Uber,Mid,68166,201-1000,Remote,3.4,409
DevOps Engineer,Microsoft,Senior,188648,201-1000,Remote,4.9,34
Marketing Manager,Intel,Senior,152880,1-50,Remote,5.0,4
HR Manager,Meta,Mid,73269,201-1000,Remote,3.7,155
Product Manager,Amazon,Director,262912,5001+,Remote,3.1,5
Sales Representative,IBM,Mid,80417,5001+,Hybrid,4.1,1
Data Scientist,Mid-size Corp,Entry,91139,5001+,Hybrid,2.5,3219
Marketing Manager,Startup B,Senior,150148,5001+,Hybrid,3.6,87
Data Scientist,Startup A,Mid,124344,5001+,Hybrid,4.3,298
HR Manager,Mid-size Corp,Senior,121489,51-200,Hybrid,3.9,7
Software Engineer,Oracle,Director,264973,1001-5000,Hybrid,3.6,77
Backend Developer,Meta,Director,205252,1001-5000,Remote,4.0,13
Marketing Manager,Google,Senior,126466,201-1000,Hybrid,3.7,87
Software Engineer,Meta,Entry,68343,51-200,Hybrid,3.2,12
Operations Manager,Oracle,Mid,86845,51-200,Hybrid,4.7,72
HR Manager,IBM,Senior,117969,51-200,On-site,4.2,14
Backend Developer,Mid-size Corp,Entry,67629,1001-5000,Hybrid,4.3,10
Backend Developer,Mid-size Corp,Director,233701,1001-5000,Remote,3.6,5
Frontend Developer,Salesforce,Entry,66422,1001-5000,Remote,2.9,168
Machine Learning Engineer,Enterprise Corp,Mid,139097,201-1000,On-site,3.9,4
Frontend Developer,Mid-size Corp,Mid,116158,51-200,Hybrid,3.7,179
Backend Developer,Meta,Senior,138578,51-200,On-site,3.2,5
Product Manager,Enterprise Corp,Senior,158995,1001-5000,On-site,3.0,423
HR Manager,Google,Senior,116776,51-200,Hybrid,4.2,19
Data Scientist,Startup B,Entry,86004,51-200,Hybrid,3.0,188
HR Manager,Enterprise Corp,Mid,71705,5001+,On-site,3.4,526
Operations Manager,Mid-size Corp,Mid,99545,201-1000,Hybrid,3.7,28
Backend Developer,IBM,Director,236262,1-50,Hybrid,4.5,21
Operations Manager,Startup B,Senior,124363,201-1000,Remote,3.3,17
Data Scientist,Meta,Director,235395,201-1000,Hybrid,4.4,50
Operations Manager,Apple,Senior,137081,51-200,Hybrid,4.3,108
HR Manager,Startup B,Director,148711,51-200,Remote,3.2,739
DevOps Engineer,Apple,Mid,107495,51-200,Remote,4.5,99
Sales Representative,Startup A,Mid,81553,201-1000,Hybrid,3.9,9
Machine Learning Engineer,Airbnb,Mid,139014,1001-5000,Remote,3.8,6
HR Manager,Enterprise Corp,Mid,83576,51-200,Hybrid,3.9,273
Business Analyst,Meta,VP,231540,1-50,Hybrid,4.4,17
Machine Learning Engineer,Mid-size Corp,Lead,194183,201-1000,On-site,4.5,30
Sales Representative,Oracle,Entry,45665,1-50,On-site,4.1,22
Product Manager,Microsoft,Mid,118994,5001+,Remote,3.2,112
UX Designer,Startup A,Entry,65837,1001-5000,On-site,3.6,225
DevOps Engineer,Startup B,Mid,117671,51-200,Remote,3.3,113
Sales Representative,Netflix,Lead,127051,1-50,Hybrid,3.4,10
Frontend Developer,Startup A,Entry,78712,51-200,Hybrid,3.9,112
Product Manager,Mid-size Corp,Entry,76228,201-1000,Remote,4.0,43
UX Designer,Airbnb,Entry,63611,1001-5000,On-site,3.8,1
Product Manager,IBM,Senior,173606,1001-5000,Hybrid,3.0,95
Frontend Developer,Intel,Entry,80307,201-1000,Hybrid,4.0,1227
DevOps Engineer,Apple,Entry,74230,1001-5000,Remote,4.0,34
Operations Manager,Intel,Entry,53830,201-1000,Hybrid,4.4,40
Financial Analyst,Oracle,Senior,112872,51-200,Hybrid,3.4,18
Machine Learning Engineer,Uber,Entry,91880,201-1000,On-site,3.5,46
Marketing Manager,Startup A,Entry,53573,1001-5000,On-site,3.5,72
Financial Analyst,Salesforce,Senior,110432,51-200,Hybrid,4.2,22
Machine Learning Engineer,Oracle,Entry,79492,1001-5000,Remote,3.8,118
Product Manager,Startup B,Senior,204321,1001-5000,On-site,2.7,20
Backend Developer,Amazon,Senior,181127,201-1000,Hybrid,3.0,11
Machine Learning Engineer,Apple,Mid,146002,5001+,Remote,2.8,28
Backend Developer,Amazon,Mid,104134,51-200,Remote,4.0,61
Sales Representative,Airbnb,Senior,93276,1001-5000,Hybrid,4.6,116
Operations Manager,Oracle,Lead,126863,201-1000,Remote,3.7,102
Operations Manager,Intel,VP,283988,201-1000,Remote,5.0,29
Data Scientist,Google,Lead,185264,1-50,Hybrid,3.6,34
UX Designer,Startup A,Director,203778,1001-5000,On-site,4.3,3
Product Manager,Enterprise Corp,Entry,84784,1-50,On-site,3.2,10
UX Designer,Airbnb,Mid,119421,1001-5000,Remote,4.9,132
Operations Manager,Enterprise Corp,Entry,66476,51-200,Hybrid,3.1,13
Product Manager,Startup A,Lead,201002,1001-5000,Hybrid,3.7,51
Frontend Developer,Microsoft,Entry,78143,5001+,Hybrid,4.1,19
Product Manager,Salesforce,Entry,95655,1001-5000,Hybrid,3.9,40
Frontend Developer,Salesforce,Lead,169316,51-200,Remote,3.5,48
UX Designer,Startup A,Mid,115258,1001-5000,Hybrid,5.0,130
Business Analyst,Salesforce,Lead,152620,1001-5000,On-site,3.1,20
DevOps Engineer,Intel,Senior,169389,51-200,Hybrid,2.4,1
Product Manager,Startup B,Mid,129445,1-50,Hybrid,4.2,237
Marketing Manager,Intel,Entry,59336,201-1000,Hybrid,4.0,47
Marketing Manager,Meta,Director,171860,1-50,Hybrid,3.5,16
HR Manager,Meta,Lead,112850,51-200,Remote,3.0,193
UX Designer,Startup A,Director,228981,201-1000,On-site,5.0,220
HR Manager,Enterprise Corp,Entry,47367,1001-5000,Hybrid,4.2,31
HR Manager,Intel,Lead,127325,1001-5000,Hybrid,2.7,70
Business Analyst,Google,Director,164050,5001+,Hybrid,2.9,77
UX Designer,Uber,Lead,144487,51-200,Remote,3.5,63
UX Designer,Meta,Mid,102426,51-200,Hybrid,4.1,15
DevOps Engineer,Startup A,Lead,197246,5001+,Hybrid,3.0,11
UX Designer,Salesforce,Mid,106733,201-1000,Hybrid,3.1,233
Product Manager,Netflix,Senior,205199,51-200,Remote,3.3,516
Product Manager,Mid-size Corp,Senior,157056,51-200,Hybrid,4.5,160
Business Analyst,Intel,Entry,58468,1001-5000,Hybrid,3.1,486
Frontend Developer,Enterprise Corp,Senior,144244,51-200,Remote,3.3,6
Backend Developer,Meta,Lead,170751,1-50,Remote,3.9,22
Marketing Manager,Microsoft,Mid,104854,1001-5000,Remote,3.2,7
Product Manager,Startup A,Mid,130657,51-200,Remote,4.6,301
Machine Learning Engineer,Meta,Senior,189541,5001+,Hybrid,3.9,3
Backend Developer,IBM,Entry,73924,51-200,Remote,4.1,193
Data Scientist,Intel,Lead,215267,1001-5000,Hybrid,3.2,26
DevOps Engineer,Salesforce,VP,318797,51-200,Hybrid,4.3,5
HR Manager,Uber,Director,153553,1001-5000,Remote,4.4,25
Software Engineer,Salesforce,Director,223769,201-1000,Hybrid,4.5,31
DevOps Engineer,Airbnb,Entry,73351,201-1000,Hybrid,3.0,119
Frontend Developer,Oracle,Senior,138382,201-1000,Hybrid,3.8,1
HR Manager,IBM,Mid,90319,201-1000,Hybrid,3.6,20
HR Manager,Mid-size Corp,Entry,49607,51-200,Hybrid,3.6,2064
Financial Analyst,Intel,VP,225382,1001-5000,Hybrid,4.3,44
Data Scientist,Netflix,Mid,107309,1-50,Remote,4.0,83
Software Engineer,Salesforce,Entry,66575,1001-5000,On-site,3.7,81
HR Manager,Microsoft,Director,173316,201-1000,Hybrid,4.5,35
Sales Representative,Salesforce,Lead,109920,1001-5000,On-site,3.6,224
DevOps Engineer,Oracle,Entry,77616,5001+,Hybrid,3.8,342
Data Scientist,Amazon,Mid,131818,51-200,Remote,2.4,38
Software Engineer,Startup B,Mid,111439,201-1000,Remote,5.0,537
Machine Learning Engineer,Airbnb,Director,293540,201-1000,Remote,3.8,32
Marketing Manager,Startup A,Senior,140760,1001-5000,Hybrid,3.0,20
Product Manager,Netflix,Entry,91000,5001+,On-site,4.0,2
HR Manager,Apple,Senior,126249,5001+,On-site,4.1,188
Marketing Manager,IBM,Entry,55018,201-1000,Remote,3.6,36
DevOps Engineer,Intel,Mid,116156,5001+,Remote,3.8,2
Sales Representative,Startup B,Mid,72886,51-200,On-site,3.5,5
Marketing Manager,Uber,Mid,91054,51-200,Hybrid,3.3,49
Business Analyst,Uber,Mid,75966,5001+,Hybrid,3.4,23
Business Analyst,Oracle,Mid,93062,51-200,Hybrid,3.9,38
Financial Analyst,Startup B,Lead,125868,201-1000,Hybrid,3.2,65
Machine Learning Engineer,Airbnb,Senior,202006,51-200,Hybrid,2.9,86
Data Scientist,Meta,Senior,174331,201-1000,On-site,3.8,21
Software Engineer,Enterprise Corp,Lead,167036,51-200,Hybrid,3.5,48
Marketing Manager,Startup A,Lead,166408,5001+,On-site,2.8,45
Backend Developer,Amazon,VP,308945,201-1000,On-site,4.6,1790
Sales Representative,IBM,Lead,134399,1-50,Hybrid,3.5,90
Business Analyst,Intel,Lead,154276,5001+,Remote,4.0,38
DevOps Engineer,Meta,Mid,131366,51-200,On-site,3.8,41
Software Engineer,Salesforce,Mid,124953,5001+,Remote,4.0,5
Operations Manager,Startup A,Senior,114512,51-200,On-site,4.1,25
Financial Analyst,Intel,Entry,51408,201-1000,Remote,3.8,30
Financial Analyst,Startup A,Senior,117324,201-1000,Hybrid,4.0,3
Frontend Developer,Apple,Entry,77955,51-200,Hybrid,4.1,66
Backend Developer,Enterprise Corp,Senior,153193,1001-5000,Remote,3.7,290
Business Analyst,Meta,Senior,116168,51-200,Hybrid,5.0,18
HR Manager,Startup A,Director,172221,5001+,Remote,4.4,121
DevOps Engineer,Mid-size Corp,Senior,189066,201-1000,Remote,3.4,136
Marketing Manager,IBM,Lead,144853,1-50,Remote,4.6,16
Software Engineer,Amazon,Senior,167419,201-1000,Hybrid,2.5,15
Sales Representative,Mid-size Corp,Senior,89970,201-1000,On-site,3.7,45
Backend Developer,IBM,Senior,166266,201-1000,Hybrid,4.5,23
Software Engineer,Uber,Mid,114595,51-200,Remote,3.3,15
Backend Developer,Oracle,Entry,67138,201-1000,Remote,3.8,37
Business Analyst,Google,Senior,115688,201-1000,On-site,2.3,10
HR Manager,Netflix,Senior,98789,51-200,Hybrid,5.0,71
UX Designer,IBM,Lead,169321,1-50,On-site,3.4,68
Software Engineer,Uber,Senior,170687,51-200,Hybrid,3.8,16
Software Engineer,Airbnb,Entry,83206,5001+,Hybrid,4.5,44
Backend Developer,Meta,VP,339208,201-1000,Remote,3.4,149
Business Analyst,Amazon,VP,269279,201-1000,Remote,4.0,32
HR Manager,Uber,Mid,79411,1001-5000,Hybrid,3.3,137
Sales Representative,Meta,VP,184819,1001-5000,Remote,5.0,514
Backend Developer,Google,Lead,165622,201-1000,Remote,3.9,318
Operations Manager,IBM,Mid,77126,1-50,Hybrid,4.6,45
Operations Manager,Meta,Director,187122,201-1000,Remote,4.0,75
Frontend Developer,Google,Entry,80496,1001-5000,Hybrid,4.6,124
Frontend Developer,Amazon,Entry,76124,1001-5000,Hybrid,2.9,16
DevOps Engineer,Meta,Mid,134452,201-1000,Hybrid,3.1,121
UX Designer,Netflix,Senior,131338,201-1000,Remote,4.8,20
Sales Representative,Oracle,Senior,98542,201-1000,On-site,3.3,36
Financial Analyst,Uber,VP,270765,1001-5000,On-site,3.8,340
Software Engineer,Salesforce,Lead,179293,1-50,Remote,5.0,46
DevOps Engineer,Enterprise Corp,Mid,113099,5001+,On-site,4.1,27
Data Scientist,Google,VP,381962,201-1000,On-site,3.8,11
Machine Learning Engineer,Intel,VP,429290,201-1000,Remote,3.0,59
Marketing Manager,Startup B,VP,255136,1001-5000,Hybrid,4.0,23
Machine Learning Engineer,Microsoft,Entry,94954,1001-5000,Hybrid,3.3,47
Operations Manager,Apple,Senior,118237,201-1000,On-site,3.4,9
Software Engineer,Airbnb,Mid,115630,1001-5000,Remote,2.3,21
DevOps Engineer,Salesforce,Director,238173,51-200,Hybrid,3.5,14
HR Manager,Startup B,Mid,69721,51-200,On-site,3.4,1
Financial Analyst,Intel,Entry,49005,1-50,On-site,3.5,10
UX Designer,Amazon,Senior,156073,51-200,Remote,4.2,37
Sales Representative,Uber,Senior,95561,1-50,On-site,3.9,36
Marketing Manager,Apple,Entry,67173,51-200,Hybrid,4.1,5
Data Scientist,Intel,Director,273762,201-1000,Hybrid,2.8,64
Operations Manager,Startup B,Senior,125245,5001+,Hybrid,3.1,74
DevOps Engineer,Uber,Mid,110019,51-200,Remote,3.6,30
Sales Representative,Oracle,Mid,65279,51-200,Remote,3.2,10
Marketing Manager,Oracle,Senior,134129,201-1000,Hybrid,3.9,2067
Frontend Developer,Apple,Lead,161033,201-1000,Remote,3.8,126
HR Manager,Apple,Senior,125163,5001+,Hybrid,4.9,30
Marketing Manager,Google,Mid,106194,1001-5000,Hybrid,2.8,3
Sales Representative,Uber,Lead,127195,1001-5000,On-site,4.4,288
Machine Learning Engineer,Meta,Mid,115181,5001+,Hybrid,3.2,39
HR Manager,Enterprise Corp,Senior,128697,201-1000,Hybrid,3.8,41
Operations Manager,Airbnb,Entry,61970,201-1000,Hybrid,4.0,83
Data Scientist,Google,Senior,169380,1-50,Hybrid,4.7,1
Operations Manager,Meta,Senior,128215,201-1000,Remote,4.0,89
UX Designer,Amazon,VP,286680,1001-5000,Remote,3.8,855
Financial Analyst,Apple,VP,207281,1001-5000,On-site,3.0,124
Marketing Manager,Uber,Mid,89896,201-1000,On-site,3.8,24
Backend Developer,Meta,Mid,120301,5001+,Remote,3.5,23
Sales Representative,Startup B,Mid,73545,201-1000,Remote,3.8,54
Data Scientist,Google,Mid,109456,1001-5000,On-site,4.3,42
Business Analyst,Netflix,Entry,59786,201-1000,Hybrid,4.6,264
Operations Manager,Startup B,Mid,92062,201-1000,Hybrid,4.0,6
Software Engineer,Meta,Senior,145843,1001-5000,Hybrid,3.9,2
Product Manager,Meta,Entry,80772,51-200,On-site,3.3,26
HR Manager,Startup A,Mid,81439,1001-5000,On-site,3.7,41
Financial Analyst,Microsoft,Senior,104888,5001+,On-site,3.0,36
Marketing Manager,Intel,VP,272658,5001+,Remote,3.8,126
UX Designer,Airbnb,Senior,161048,1-50,Remote,4.6,18
Financial Analyst,Salesforce,Mid,89432,5001+,On-site,4.9,362
Backend Developer,Airbnb,Mid,108599,1001-5000,Hybrid,3.5,134
Machine Learning Engineer,Apple,Entry,80143,5001+,Hybrid,3.8,98
DevOps Engineer,Oracle,Senior,152086,5001+,Remote,2.9,21
DevOps Engineer,Oracle,Mid,130630,1-50,Hybrid,3.0,10
DevOps Engineer,Oracle,VP,367247,51-200,Hybrid,3.9,248
UX Designer,Intel,Lead,190643,1001-5000,Hybrid,3.2,44
DevOps Engineer,Apple,Lead,171988,5001+,Hybrid,3.1,19
Product Manager,Salesforce,Lead,238212,201-1000,On-site,4.4,128
HR Manager,Salesforce,Mid,86170,1-50,Remote,3.9,75
Backend Developer,Apple,Entry,78576,5001+,On-site,4.3,12
Product Manager,Apple,Mid,132601,5001+,On-site,3.6,3
Business Analyst,Netflix,Senior,136118,1001-5000,Hybrid,3.9,117
Operations Manager,Salesforce,Director,175544,1001-5000,Remote,3.3,49
DevOps Engineer,Mid-size Corp,VP,288794,5001+,Hybrid,2.1,14
Sales Representative,Uber,Mid,67923,51-200,Remote,4.3,110
Data Scientist,Airbnb,Lead,221239,201-1000,Hybrid,4.9,41
DevOps Engineer,Enterprise Corp,Senior,146836,51-200,Remote,3.5,81
DevOps Engineer,Apple,Lead,198437,5001+,Hybrid,3.9,16
Frontend Developer,Apple,Entry,66748,1001-5000,Hybrid,2.9,43
Backend Developer,Startup A,Mid,119019,201-1000,Hybrid,4.9,31
Marketing Manager,Salesforce,Mid,104744,201-1000,Remote,3.7,19
UX Designer,Enterprise Corp,Lead,166233,51-200,Remote,4.0,5
Machine Learning Engineer,Salesforce,Senior,162666,201-1000,On-site,3.5,46
Product Manager,Startup B,VP,386841,5001+,Hybrid,3.1,21
Product Manager,Enterprise Corp,Senior,175227,1-50,Remote,3.8,16
HR Manager,Microsoft,VP,206131,5001+,Remote,4.6,59
Sales Representative,Amazon,Mid,84358,1-50,Remote,3.7,25
Software Engineer,Intel,Director,228778,1001-5000,Remote,3.7,12
Data Scientist,Uber,Mid,118727,1001-5000,Hybrid,2.7,324
Business Analyst,Amazon,Mid,80086,1001-5000,On-site,3.8,78
Data Scientist,Amazon,Entry,78280,5001+,Remote,3.9,225
DevOps Engineer,Uber,Director,207517,51-200,On-site,4.7,375
Sales Representative,Salesforce,Entry,47846,201-1000,Remote,4.4,16
Business Analyst,Oracle,Senior,116449,51-200,On-site,3.4,142
Business Analyst,IBM,VP,273628,1001-5000,Hybrid,4.9,80
Marketing Manager,Amazon,Mid,107147,51-200,Hybrid,3.1,22
Data Scientist,Netflix,Senior,179747,5001+,Hybrid,4.5,2
Marketing Manager,Startup B,Mid,95977,51-200,Remote,4.6,7
Sales Representative,Startup B,Senior,119829,1001-5000,Remote,3.8,4
Machine Learning Engineer,Mid-size Corp,Mid,148993,5001+,Remote,3.4,19
UX Designer,Meta,Mid,102388,1001-5000,On-site,4.4,47
UX Designer,Meta,Mid,102076,51-200,Remote,3.8,711
Financial Analyst,Mid-size Corp,Senior,120082,1001-5000,Hybrid,3.9,49
Financial Analyst,Startup A,Senior,116984,201-1000,Hybrid,3.2,11
Operations Manager,Oracle,Mid,99494,51-200,Hybrid,4.3,15
Frontend Developer,Enterprise Corp,Senior,175890,1001-5000,Remote,3.9,39
Frontend Developer,Uber,Mid,122906,51-200,Remote,4.3,7
Data Scientist,Mid-size Corp,Entry,75817,1001-5000,Remote,4.1,56
Marketing Manager,Mid-size Corp,Entry,54766,5001+,Hybrid,4.2,47
Financial Analyst,Apple,Senior,117138,201-1000,On-site,4.0,55
Backend Developer,Amazon,Mid,124998,201-1000,Remote,4.2,121
Financial Analyst,Uber,VP,205590,1001-5000,Hybrid,4.3,263
Financial Analyst,Netflix,Director,186561,5001+,Hybrid,3.4,307
Product Manager,Oracle,Mid,144483,5001+,On-site,4.1,63
Backend Developer,Microsoft,Senior,140109,1001-5000,Remote,4.6,13
Machine Learning Engineer,Netflix,Senior,195506,201-1000,On-site,4.4,85
Marketing Manager,Startup B,VP,267070,51-200,Remote,3.2,10
Operations Manager,Enterprise Corp,Mid,77192,201-1000,On-site,4.6,92
Sales Representative,Enterprise Corp,Entry,56010,201-1000,Remote,3.1,1
Operations Manager,IBM,Entry,64093,1001-5000,Hybrid,3.3,25
Business Analyst,Startup B,Mid,101163,5001+,Remote,4.4,30
DevOps Engineer,Mid-size Corp,VP,379772,1-50,Remote,2.6,145
Frontend Developer,Amazon,Mid,123847,201-1000,Hybrid,3.6,111
Sales Representative,Startup A,Senior,93054,51-200,Hybrid,3.6,219
Financial Analyst,Amazon,Senior,134340,1001-5000,Remote,3.5,6
Sales Representative,Airbnb,Entry,48223,1001-5000,On-site,3.4,180
Machine Learning Engineer,Salesforce,Senior,178804,1001-5000,Remote,4.8,109
Backend Developer,Apple,Mid,126103,51-200,Hybrid,3.6,50
Financial Analyst,Intel,VP,264344,51-200,Hybrid,2.7,30
Operations Manager,Salesforce,Entry,52352,201-1000,Remote,2.6,24
Data Scientist,Enterprise Corp,Entry,83347,51-200,Hybrid,4.6,53
Software Engineer,IBM,Mid,108833,1-50,Remote,3.8,213
Software Engineer,IBM,Director,238969,1001-5000,Hybrid,4.6,17
DevOps Engineer,Microsoft,Lead,164149,201-1000,On-site,3.6,19
Software Engineer,Startup A,Entry,80225,201-1000,On-site,3.1,3
Frontend Developer,Apple,Entry,69219,5001+,Hybrid,4.3,19
Data Scientist,Netflix,Senior,195971,1-50,Hybrid,3.6,92
Sales Representative,Startup B,Entry,49049,51-200,Hybrid,4.6,106
DevOps Engineer,Meta,Director,222347,1001-5000,On-site,3.5,10
UX Designer,Startup A,Mid,93596,201-1000,Remote,4.2,79
Operations Manager,Startup A,Senior,126000,201-1000,Remote,2.8,59
Backend Developer,Microsoft,Mid,98547,5001+,On-site,2.4,482
Data Scientist,Startup B,Lead,197040,201-1000,On-site,2.5,1073
Sales Representative,Microsoft,Mid,82233,1-50,Remote,3.6,3
Software Engineer,Startup A,Senior,186218,1001-5000,Remote,4.3,2
UX Designer,IBM,Mid,120651,1001-5000,Hybrid,2.8,26
Marketing Manager,Salesforce,Mid,96678,201-1000,On-site,3.9,15
Financial Analyst,Salesforce,Mid,89598,1001-5000,Remote,2.9,22
UX Designer,Mid-size Corp,VP,263856,201-1000,Hybrid,2.9,1
Financial Analyst,Salesforce,Entry,53891,51-200,On-site,3.1,6
Data Scientist,Google,Entry,74471,201-1000,Remote,4.6,68
Financial Analyst,Amazon,Entry,48753,5001+,Remote,4.5,31
Product Manager,Startup B,Senior,191955,1-50,Remote,4.6,2
HR Manager,Salesforce,Lead,144828,201-1000,On-site,3.8,20
Backend Developer,Google,Director,221181,5001+,Hybrid,4.5,2
Machine Learning Engineer,Google,Entry,81002,1001-5000,Remote,4.1,153
Financial Analyst,Enterprise Corp,Senior,121225,1-50,Remote,3.9,37
Sales Representative,Google,Senior,106024,1001-5000,Hybrid,2.5,60
Backend Developer,Airbnb,Senior,173728,1-50,Remote,3.7,4
UX Designer,Google,Entry,73614,5001+,On-site,4.5,1
Product Manager,Oracle,Mid,126772,201-1000,Hybrid,4.0,20
Business Analyst,Startup A,Senior,113874,51-200,Remote,4.5,66
Financial Analyst,Startup A,Senior,136800,5001+,Remote,3.3,19
Software Engineer,IBM,Senior,158072,201-1000,Remote,3.3,55
DevOps Engineer,Amazon,Senior,179749,1001-5000,Remote,3.6,126
Business Analyst,Startup A,Mid,96631,5001+,Remote,4.0,38
Sales Representative,Startup B,Mid,80297,1001-5000,Remote,3.4,4
Frontend Developer,Mid-size Corp,Senior,146375,201-1000,Hybrid,5.0,380
Product Manager,Oracle,Mid,122704,201-1000,Hybrid,3.4,4
Software Engineer,Intel,Director,233069,1001-5000,Remote,4.4,21
UX Designer,Uber,Senior,166866,5001+,Hybrid,3.6,435
DevOps Engineer,Mid-size Corp,Mid,125800,5001+,Hybrid,4.6,379
Business Analyst,Intel,VP,215816,1001-5000,Remote,3.9,7
Business Analyst,Enterprise Corp,Mid,76196,201-1000,Hybrid,4.5,72
UX Designer,Salesforce,Lead,149243,1001-5000,Hybrid,3.6,228
Backend Developer,Intel,Senior,144652,201-1000,On-site,3.2,37
Machine Learning Engineer,Amazon,Lead,239710,51-200,Remote,3.6,629
